Agency,Title,URL,Identifier,Access
DOL,Import Price Index - 1 Month Change,http://api.dol.gov/V1/statistics/BLS_Numbers/importPriceIndex1MonthChange?KEY=352e8ef9-7b38-4428-875b-eefd39df6289,DOL-BLS-81,public
DOL,Injuries and Illness - Area,http://api.dol.gov/V1/Safety/InjuriesAndIllness/II_AREA?KEY=352e8ef9-7b38-4428-875b-eefd39df6289,DOL-BLS-17,public
DOL,Injuries and Illness - Case Type,http://api.dol.gov/V1/Safety/InjuriesAndIllness/II_CASE_TYPE?KEY=352e8ef9-7b38-4428-875b-eefd39df6289,DOL-BLS-18,public
DOL,Injuries and Illness - DATA PUB,http://api.dol.gov/V1/Safety/InjuriesAndIllness/II_DATA_PUB?KEY=352e8ef9-7b38-4428-875b-eefd39df6289,DOL-BLS-19,public
DOL,Injuries and Illness - DATA TYPE,http://api.dol.gov/V1/Safety/InjuriesAndIllness/II_DATA_TYPE?KEY=352e8ef9-7b38-4428-875b-eefd39df6289,DOL-BLS-20,public
DOL,Injuries and Illness - Footnote,http://api.dol.gov/V1/Safety/InjuriesAndIllness/II_FOOTNOTE?KEY=352e8ef9-7b38-4428-875b-eefd39df6289,DOL-BLS-21,public
DOL,Injuries and Illness - GQT Case,http://api.dol.gov/V1/Safety/InjuriesAndIllness/II_GQT_CASE?KEY=352e8ef9-7b38-4428-875b-eefd39df6289,DOL-BLS-22,public
DOL,Injuries and Illness - GQT Char,http://api.dol.gov/V1/Safety/InjuriesAndIllness/II_GQT_CHAR?KEY=352e8ef9-7b38-4428-875b-eefd39df6289,DOL-BLS-23,public
DOL,Injuries and Illness - GQT Ownership,http://api.dol.gov/V1/Safety/InjuriesAndIllness/II_GQT_OWNERSHIP?KEY=352e8ef9-7b38-4428-875b-eefd39df6289,DOL-BLS-24,public
DOL,Injuries and Illness - GQT State,http://api.dol.gov/V1/Safety/InjuriesAndIllness/II_GQT_STATE?KEY=352e8ef9-7b38-4428-875b-eefd39df6289,DOL-BLS-25,public
DOL,Injuries and Illness - GQT State Ownership,http://api.dol.gov/V1/Safety/InjuriesAndIllness/II_GQT_STATE_OWNERSHIP?KEY=352e8ef9-7b38-4428-875b-eefd39df6289,DOL-BLS-26,public
DOL,Injuries and Illness - Industry,http://api.dol.gov/V1/Safety/InjuriesAndIllness/II_INDUSTRY?KEY=352e8ef9-7b38-4428-875b-eefd39df6289,DOL-BLS-27,public
DOL,Injuries and Illness - Series,http://api.dol.gov/V1/Safety/InjuriesAndIllness/II_SERIES?KEY=352e8ef9-7b38-4428-875b-eefd39df6289,DOL-BLS-28,public
DOL,Injuries and Illness - Supersector,http://api.dol.gov/V1/Safety/InjuriesAndIllness/II_SUPERSECTOR?KEY=352e8ef9-7b38-4428-875b-eefd39df6289,DOL-BLS-29,public
DOL,National Compensation Survey - Wages,http://www.bls.gov/developers/,DOL-BLS-1075-01,public
DOL,Occupational Employment Statistics Survey (OES) - Area,http://api.dol.gov/V1/Statistics/OES/OE_AREA?KEY=352e8ef9-7b38-4428-875b-eefd39df6289,DOL-BLS-138,public
DOL,Occupational Employment Statistics Survey (OES) - Area Type,http://api.dol.gov/V1/Statistics/OES/OE_AREATYPE?KEY=352e8ef9-7b38-4428-875b-eefd39df6289,DOL-BLS-139,public
DOL,Occupational Employment Statistics Survey (OES) - Data Pub,http://api.dol.gov/V1/Statistics/OES/OE_DATA_PUB?KEY=352e8ef9-7b38-4428-875b-eefd39df6289,DOL-BLS-140,public
DOL,Occupational Employment Statistics Survey (OES) - Data Type,http://api.dol.gov/V1/Statistics/OES/OE_DATATYPE?KEY=352e8ef9-7b38-4428-875b-eefd39df6289,DOL-BLS-141,public
DOL,Occupational Employment Statistics Survey (OES) - Footnote,http://api.dol.gov/V1/Statistics/OES/OE_FOOTNOTE?KEY=352e8ef9-7b38-4428-875b-eefd39df6289,DOL-BLS-142,public
DOL,Occupational Employment Statistics Survey (OES) - Industry,http://api.dol.gov/V1/Statistics/OES/OE_INDUSTRY?KEY=352e8ef9-7b38-4428-875b-eefd39df6289,DOL-BLS-143,public
DOL,Occupational Employment Statistics Survey (OES) - Occugroup,http://api.dol.gov/V1/Statistics/OES/OE_OCCUGROUP?KEY=352e8ef9-7b38-4428-875b-eefd39df6289,DOL-BLS-144,public
DOL,Occupational Employment Statistics Survey (OES) - Occupation,http://api.dol.gov/V1/Statistics/OES/OE_OCCUPATION?KEY=352e8ef9-7b38-4428-875b-eefd39df6289,DOL-BLS-145,public
DOL,Occupational Employment Statistics Survey (OES) - Release,http://api.dol.gov/V1/Statistics/OES/OE_RELEASE?KEY=352e8ef9-7b38-4428-875b-eefd39df6289,DOL-BLS-146,public
DOL,Occupational Employment Statistics Survey (OES) - Seasonal,http://api.dol.gov/V1/Statistics/OES/OE_SEASONAL?KEY=352e8ef9-7b38-4428-875b-eefd39df6289,DOL-BLS-147,public
DOL,Occupational Employment Statistics Survey (OES) - Sector,http://api.dol.gov/V1/Statistics/OES/OE_SECTOR?KEY=352e8ef9-7b38-4428-875b-eefd39df6289,DOL-BLS-148,public
DOL,Occupational Employment Statistics Survey (OES) - Series,http://api.dol.gov/V1/Statistics/OES/OE_SERIES?KEY=352e8ef9-7b38-4428-875b-eefd39df6289,DOL-BLS-149,public
DOL,Occupational Employment Statistics Survey (OES) - StateMSA,http://api.dol.gov/V1/Statistics/OES/OE_STATEMSA?KEY=352e8ef9-7b38-4428-875b-eefd39df6289,DOL-BLS-150,public
DOL,Payroll Employment,http://api.dol.gov/V1/statistics/BLS_Numbers/payrollEmployment?KEY=352e8ef9-7b38-4428-875b-eefd39df6289,DOL-BLS-69,public
DOL,Payroll Employment - 12 Month Change,http://api.dol.gov/V1/statistics/BLS_Numbers/payrollEmployment12MonthChange?KEY=352e8ef9-7b38-4428-875b-eefd39df6289,DOL-BLS-82,public
DOL,Payroll Employment - 12 Month Net Change,http://api.dol.gov/V1/statistics/BLS_Numbers/payrollEmployment12MonthNetChange?KEY=352e8ef9-7b38-4428-875b-eefd39df6289,DOL-BLS-83,public
DOL,Payroll Employment - 1 Month Change,http://api.dol.gov/V1/statistics/BLS_Numbers/payrollEmployment1MonthChange?KEY=352e8ef9-7b38-4428-875b-eefd39df6289,DOL-BLS-84,public
DOL,Payroll Employment - 1 Month Net Change,http://api.dol.gov/V1/statistics/BLS_Numbers/payrollEmployment1MonthNetChange?KEY=352e8ef9-7b38-4428-875b-eefd39df6289,DOL-BLS-85,public
DOL,Producer Price Index,http://api.dol.gov/V1/statistics/BLS_Numbers/producerPriceIndex?KEY=352e8ef9-7b38-4428-875b-eefd39df6289,DOL-BLS-70,public
DOL,Producer Price Index - 12 Month Change,http://api.dol.gov/V1/statistics/BLS_Numbers/producerPriceIndex12MonthChange?KEY=352e8ef9-7b38-4428-875b-eefd39df6289,DOL-BLS-86,public
DOL,Producer Price Index - 1 Month Change,http://api.dol.gov/V1/statistics/BLS_Numbers/producerPriceIndex1MonthChange?KEY=352e8ef9-7b38-4428-875b-eefd39df6289,DOL-BLS-87,public
DOL,Productivity,http://api.dol.gov/V1/statistics/BLS_Numbers/productivity?KEY=352e8ef9-7b38-4428-875b-eefd39df6289,DOL-BLS-71,public
DOL,Quarterly Census Employment and Wage - Area,http://api.dol.gov/V1/Statistics/CEW/EN_AREA?KEY=352e8ef9-7b38-4428-875b-eefd39df6289,DOL-BLS-129,public
DOL,Quarterly Census Employment and Wage - Data Pub,http://api.dol.gov/V1/Statistics/CEW/EN_DATA_PUB?KEY=352e8ef9-7b38-4428-875b-eefd39df6289,DOL-BLS-130,public
DOL,Quarterly Census Employment and Wage - Footnote,http://api.dol.gov/V1/Statistics/CEW/EN_FOOTNOTE?KEY=352e8ef9-7b38-4428-875b-eefd39df6289,DOL-BLS-131,public
DOL,Quarterly Census Employment and Wage - Industry,http://api.dol.gov/V1/Statistics/CEW/EN_INDUSTRY?KEY=352e8ef9-7b38-4428-875b-eefd39df6289,DOL-BLS-132,public
DOL,Quarterly Census Employment and Wage - LQArea,http://api.dol.gov/V1/Statistics/CEW/EN_LQAREA?KEY=352e8ef9-7b38-4428-875b-eefd39df6289,DOL-BLS-133,public
DOL,Quarterly Census Employment and Wage - Owner,http://api.dol.gov/V1/Statistics/CEW/EN_OWNER?KEY=352e8ef9-7b38-4428-875b-eefd39df6289,DOL-BLS-134,public
DOL,Quarterly Census Employment and Wage - Series,http://api.dol.gov/V1/Statistics/CEW/EN_SERIES?KEY=352e8ef9-7b38-4428-875b-eefd39df6289,DOL-BLS-135,public
DOL,Quarterly Census Employment and Wage - State,http://api.dol.gov/V1/Statistics/CEW/EN_STATE?KEY=352e8ef9-7b38-4428-875b-eefd39df6289,DOL-BLS-136,public
DOL,Quarterly Census Employment and Wage - Type,http://api.dol.gov/V1/Statistics/CEW/EN_TYPE?KEY=352e8ef9-7b38-4428-875b-eefd39df6289,DOL-BLS-137,public
DOL,Unemployment Rate,http://api.dol.gov/V1/statistics/BLS_Numbers/unemploymentRate?KEY=352e8ef9-7b38-4428-875b-eefd39df6289,DOL-BLS-72,public
DOL,Unemployment Rate - 12 Month Change,http://api.dol.gov/V1/statistics/BLS_Numbers/unemploymentRate12MonthChange?KEY=352e8ef9-7b38-4428-875b-eefd39df6289,DOL-BLS-88,public
DOL,Unemployment Rate - 12 Month Net Change,http://api.dol.gov/V1/statistics/BLS_Numbers/unemploymentRate12MonthNetChange?KEY=352e8ef9-7b38-4428-875b-eefd39df6289,DOL-BLS-173,public
DOL,Unemployment Rate - 1 Month Change,http://api.dol.gov/V1/statistics/BLS_Numbers/unemploymentRate1MonthChange?KEY=352e8ef9-7b38-4428-875b-eefd39df6289,DOL-BLS-89,public
DOL,Unemployment Rate - 1 Month Net Change,http://api.dol.gov/V1/statistics/BLS_Numbers/unemploymentRate1MonthNetChange?KEY=352e8ef9-7b38-4428-875b-eefd39df6289,DOL-BLS-90,public
DOL,2010 Workforce investment Act,http://api.dol.gov/V1/Statistics/WIA/workforceInvestmentActUi?KEY=352e8ef9-7b38-4428-875b-eefd39df6289,DOL-ETA-92,public
DOL,2010 Workforce Investment Act Wages,http://api.dol.gov/V1/Statistics/WIA/workforceInvestmentActWages?KEY=352e8ef9-7b38-4428-875b-eefd39df6289,DOL-ETA-94,public
DOL,IPIA 1 Year,http://api.dol.gov/V1/IPIA/IPIA_1Year?KEY=352e8ef9-7b38-4428-875b-eefd39df6289?KEY=352e8ef9-7b38-4428-875b-eefd39df6289,DOL-ETA-172,public
DOL,IPIA 3 Year,http://api.dol.gov/V1/IPIA/IPIA_3Year?KEY=352e8ef9-7b38-4428-875b-eefd39df6289?KEY=352e8ef9-7b38-4428-875b-eefd39df6289,DOL-ETA-173,public
DOL,IPIA Calendar Year,http://api.dol.gov/V1/IPIA/IPIA_CalendarYear?KEY=352e8ef9-7b38-4428-875b-eefd39df6289?KEY=352e8ef9-7b38-4428-875b-eefd39df6289,DOL-ETA-175,public
DOL,IPIA Fiscal Year,http://api.dol.gov/V1/IPIA/IPIA_Fiscal_Year?KEY=352e8ef9-7b38-4428-875b-eefd39df6289?KEY=352e8ef9-7b38-4428-875b-eefd39df6289,DOL-ETA-176,public
DOL,OUI Initial Claims,http://api.dol.gov/V1/Statistics/OUI_InitialClaims/unemploymentInsuranceInitialClaims?KEY=352e8ef9-7b38-4428-875b-eefd39df6289,DOL-ETA-177,public
DOL,Public Workforce System - esFinal,http://api.dol.gov/V1/Statistics/PWSD/esFinal?KEY=352e8ef9-7b38-4428-875b-eefd39df6289,DOL-ETA-222,public
DOL,Basic Mine Information (Mine Address of Record),http://api.dol.gov/V1/Mining/BasicMineInfo/addressOfRecord?KEY=352e8ef9-7b38-4428-875b-eefd39df6289,DOL-MSHA-56,public
DOL,Full Mine Info,http://api.dol.gov/V1/Mining/FullMineInfo/MSHA_mines?KEY=352e8ef9-7b38-4428-875b-eefd39df6289,DOL-MSHA-55,public
DOL,Mine Accident Injuries,http://api.dol.gov/V1/Safety/Accidents/mineAccidents?KEY=352e8ef9-7b38-4428-875b-eefd39df6289,DOL-MSHA-15,public
DOL,Mine Inspections,http://api.dol.gov/V1/Compliance/MineInspection/mineInspections?KEY=352e8ef9-7b38-4428-875b-eefd39df6289,DOL-MSHA-15,public
DOL,Mine Violations,http://api.dol.gov/V1/Mining/Violation/MSHA_violations?KEY=352e8ef9-7b38-4428-875b-eefd39df6289352e8ef9-7b38-4428-875b-eefd39df6289,DOL-MSHA-13,public
DOL,Mine Violations,http://api.dol.gov/V1/Mining/Violation/MSHA_violations?KEY=352e8ef9-7b38-4428-875b-eefd39df6289,DOL-MSHA-54,public
DOL,MSHA Employment Production,http://api.dol.gov/V1/Employment/MSHA_employmentProduction?KEY=352e8ef9-7b38-4428-875b-eefd39df6289,DOL-MSHA-53,public
DOL,Research and Evaluation Inventory,http://api.dol.gov/V1/Statistics/REI?KEY=352e8ef9-7b38-4428-875b-eefd39df6289,DOL-OASP-8,public
DOL,Auto Workers,http://api.dol.gov/V1/AutoWorkers/CAR_ClosedRepurposed?KEY=352e8ef9-7b38-4428-875b-eefd39df6289,DOL-OPA-57,public
DOL,DOL Agencies,http://api.dol.gov/V1/DOLAgency/Agencies?KEY=352e8ef9-7b38-4428-875b-eefd39df6289,DOL-OPA-2,public
DOL,DOL FAQ SubTopics,http://api.dol.gov/V1/FAQ/SubTopics?KEY=352e8ef9-7b38-4428-875b-eefd39df6289,DOL-OPA-4,public
DOL,DOL FAQ TopicQuestions,http://api.dol.gov/V1/FAQ/TopicQuestions?KEY=352e8ef9-7b38-4428-875b-eefd39df6289,DOL-OPA-5,public
DOL,DOL FAQ Topics,http://api.dol.gov/V1/FAQ/Topics?KEY=352e8ef9-7b38-4428-875b-eefd39df6289,DOL-OPA-3,public
DOL,DOL Form Agencies,http://api.dol.gov/V1/FORMS/Agencies?KEY=352e8ef9-7b38-4428-875b-eefd39df6289,DOL-OPA-6,public
DOL,DOL Form AgencyForms,http://api.dol.gov/V1/FORMS/AgencyForms?KEY=352e8ef9-7b38-4428-875b-eefd39df6289,DOL-OPA-7,public
DOL,Number of Requests Per Day per Key,http://api.dol.gov/V1/ApiMetrics/PerKey/NumberOfRequestsPerDayByKeys?KEY=352e8ef9-7b38-4428-875b-eefd39df6289&$filter=TOKEN%20eq%20guid%27352e8ef9-7b38-4428-875b-eefd39df6289%27,DOL-OPA-179,public
DOL,Number of Requests Per Key,http://api.dol.gov/V1/ApiMetrics/PerKey/NumberOfRequestsPerKeys?KEY=352e8ef9-7b38-4428-875b-eefd39df6289&$filter=TOKEN%20eq%20guid%27352e8ef9-7b38-4428-875b-eefd39df6289%27,DOL-OPA-178,public
DOL,Number of Requests Per Month per Key,http://api.dol.gov/V1/ApiMetrics/PerKey/NumberOfRequestsPerMonthByKeys?KEY=352e8ef9-7b38-4428-875b-eefd39df6289&$filter=TOKEN%20eq%20guid%27352e8ef9-7b38-4428-875b-eefd39df6289%27,DOL-OPA-180,public
DOL,Number of Requests Per Year by Week per Key,http://api.dol.gov/V1/ApiMetrics/PerKey/NumberOfRequestsPerYearByWeeks?KEY=352e8ef9-7b38-4428-875b-eefd39df6289&$filter=TOKEN%20eq%20guid%27352e8ef9-7b38-4428-875b-eefd39df6289%27,DOL-OPA-182,public
DOL,Number of Requests Per Year per Key,http://api.dol.gov/V1/ApiMetrics/PerKey/NumberOfRequestsPerYearByKeys?KEY=352e8ef9-7b38-4428-875b-eefd39df6289&$filter=TOKEN%20eq%20guid%27352e8ef9-7b38-4428-875b-eefd39df6289%27,DOL-OPA-181,public
DOL,Top Datasets Per Day per Key,http://api.dol.gov/V1/ApiMetrics/PerKey/TopDatasetsPerDayPerKeys?KEY=352e8ef9-7b38-4428-875b-eefd39df6289&$filter=TOKEN%20eq%20guid%27352e8ef9-7b38-4428-875b-eefd39df6289%27,DOL-OPA-187,public
DOL,Top Datasets Per Key,http://api.dol.gov/V1/ApiMetrics/PerKey/TopDatasetsPerKeys?KEY=352e8ef9-7b38-4428-875b-eefd39df6289&$filter=TOKEN%20eq%20guid%27352e8ef9-7b38-4428-875b-eefd39df6289%27,DOL-OPA-183,public
DOL,Top Datasets Per Month per Key,http://api.dol.gov/V1/ApiMetrics/PerKey/TopDatasetsPerMonthPerKeys?KEY=352e8ef9-7b38-4428-875b-eefd39df6289&$filter=TOKEN%20eq%20guid%27352e8ef9-7b38-4428-875b-eefd39df6289%27,DOL-OPA-185,public
DOL,Top Datasets Per Year by Week per Key,http://api.dol.gov/V1/ApiMetrics/PerKey/TopDatasetsPerWeekPerKeys?KEY=352e8ef9-7b38-4428-875b-eefd39df6289&$filter=TOKEN%20eq%20guid%27352e8ef9-7b38-4428-875b-eefd39df6289%27,DOL-OPA-186,public
DOL,Top Datasets Per Year per Key,http://api.dol.gov/V1/ApiMetrics/PerKey/TopDatasetsPerYearPerKeys?KEY=352e8ef9-7b38-4428-875b-eefd39df6289&$filter=TOKEN%20eq%20guid%27352e8ef9-7b38-4428-875b-eefd39df6289%27,DOL-OPA-184,public
DOL,Top Data Tables Per Day per Key,http://api.dol.gov/V1/ApiMetrics/PerKey/TopDataTablesPerKeyDays?KEY=352e8ef9-7b38-4428-875b-eefd39df6289&$filter=TOKEN%20eq%20guid%27352e8ef9-7b38-4428-875b-eefd39df6289%27,DOL-OPA-189,public
DOL,Top Data Tables Per Key,http://api.dol.gov/V1/ApiMetrics/PerKey/TopDataTablesPerKeys?KEY=352e8ef9-7b38-4428-875b-eefd39df6289&$filter=TOKEN%20eq%20guid%27352e8ef9-7b38-4428-875b-eefd39df6289%27,DOL-OPA-188,public
DOL,Top Data Tables Per Month per Key,http://api.dol.gov/V1/ApiMetrics/PerKey/TopDataTablesPerKeyMonths?KEY=352e8ef9-7b38-4428-875b-eefd39df6289&$filter=TOKEN%20eq%20guid%27352e8ef9-7b38-4428-875b-eefd39df6289%27,DOL-OPA-190,public
DOL,Top Data Tables Per Year by Week per Key,http://api.dol.gov/V1/ApiMetrics/PerKey/TopDataTablesPerKeyWeeks?KEY=352e8ef9-7b38-4428-875b-eefd39df6289&$filter=TOKEN%20eq%20guid%27352e8ef9-7b38-4428-875b-eefd39df6289%27,DOL-OPA-191,public
DOL,Top Data Tables Per Year per Key,http://api.dol.gov/V1/ApiMetrics/PerKey/TopDataTablesPerKeyYears?KEY=352e8ef9-7b38-4428-875b-eefd39df6289&$filter=TOKEN%20eq%20guid%27352e8ef9-7b38-4428-875b-eefd39df6289%27,DOL-OPA-192,public
DOL,VETS-100,http://api.dol.gov/V1/VETS100/V100DataDotGov?KEY=352e8ef9-7b38-4428-875b-eefd39df6289,DOL-VETS-1,public
DOL,VETS-100A,http://api.dol.gov/V1/VETS100/V100ADataDotGov?KEY=352e8ef9-7b38-4428-875b-eefd39df6289,DOL-VETS-2,public
DOL,Gulf Oil Spill - OSHA Direct Read Sampling,http://api.dol.gov/V1/Safety/GulfOilSpill/OSHA_Direct_Read_Sampling?KEY=352e8ef9-7b38-4428-875b-eefd39df6289,DOL-OSHA-30,public
DOL,Gulf Oil Spill - OSHA Laboratory Sampling,http://api.dol.gov/V1/Safety/GulfOilSpill/OSHA_Laboratory_Sampling?KEY=352e8ef9-7b38-4428-875b-eefd39df6289,DOL-OSHA-31,public
DOL,Gulf Oil Spill - OSHA Noise Report,http://api.dol.gov/V1/Safety/GulfOilSpill/OSHA_Noise_Report?KEY=352e8ef9-7b38-4428-875b-eefd39df6289,DOL-OSHA-32,public
DOL,OSHA Compliance - FoodService,http://api.dol.gov/V1/Compliance/OSHA/foodService?KEY=352e8ef9-7b38-4428-875b-eefd39df6289,DOL-OSHA-10,public
DOL,OSHA Compliance - full,http://api.dol.gov/V1/Compliance/OSHA/full?KEY=352e8ef9-7b38-4428-875b-eefd39df6289,DOL-OSHA-9,public
DOL,OSHA Compliance - Hospitality,http://api.dol.gov/V1/Compliance/OSHA/hospitality?KEY=352e8ef9-7b38-4428-875b-eefd39df6289,DOL-OSHA-11,public
DOL,OSHA Compliance - OccupationCode,http://api.dol.gov/V1/Compliance/OSHA/occupationCode?KEY=352e8ef9-7b38-4428-875b-eefd39df6289,DOL-OSHA-13,public
DOL,OSHA Compliance - Retail,http://api.dol.gov/V1/Compliance/OSHA/retail?KEY=352e8ef9-7b38-4428-875b-eefd39df6289,DOL-OSHA-12,public
DOL,OSHA Compliance - SubstanceCode,http://api.dol.gov/V1/Compliance/OSHA/substanceCode?KEY=352e8ef9-7b38-4428-875b-eefd39df6289,DOL-OSHA-14,public
DOL,Safety & Health - Chemical Exposure Inspection,http://api.dol.gov/V1/SafetyHealth/ChemicalExposureInspection?KEY=352e8ef9-7b38-4428-875b-eefd39df6289,DOL-OSHA-50,public
DOL,Safety & Health - Establishment Specific Injury Illness Rates,http://api.dol.gov/V1/SafetyHealth/EstablishmentSpecificInjuryIllnessRates?KEY=352e8ef9-7b38-4428-875b-eefd39df6289,DOL-OSHA-51,public
DOL,WHD Compliance - Food Service,http://api.dol.gov/V1/Compliance/WHD/foodService?KEY=352e8ef9-7b38-4428-875b-eefd39df6289,DOL-WHD-61,public
DOL,WHD Compliance - Frequency,http://api.dol.gov/V1/Compliance/WHD/Frequency?KEY=352e8ef9-7b38-4428-875b-eefd39df6289,DOL-WHD-59,public
DOL,WHD Compliance - full,http://api.dol.gov/V1/Compliance/WHD/full?KEY=352e8ef9-7b38-4428-875b-eefd39df6289,DOL-WHD-60,public
DOL,WHD Compliance - Hospitality,http://api.dol.gov/V1/Compliance/WHD/hospitality?KEY=352e8ef9-7b38-4428-875b-eefd39df6289,DOL-WHD-62,public
DOL,WHD Compliance - Retail,http://api.dol.gov/V1/Compliance/WHD/retail?KEY=352e8ef9-7b38-4428-875b-eefd39df6289,DOL-WHD-63,public
DOT,NHTSA Child Safety Seat Inspection Station Locator - NCSSISL: NHTSA API,http://www.nhtsa.gov/webapi/,80,public
DOT,NHTSA's Office of Defects Investigation (ODI) - Complaints: NHTSA API,http://www.nhtsa.gov/webapi/Default.aspx?Complaints/API/81/,81.1,public
DOT,Licensing and Insurance: QCMobile API,https://mobile.fmcsa.dot.gov/developer/qcapi.page?cid=172678,99.1,public
DOT,Uniform Tire Quality Grading System (UTQGS): Uniform Tire Quality Grading System (UTQGS): Web API,http://ogd.nhtsa.gov/services/gov.dot.nhtsa.ocio.UTQG.gov.dot.nhtsa.ocio.UTQGHttpEndpoint/getAllUTQS,4.1,public
DOT,Highway Rail Accidents: Master Web Service,https://safetydata.fra.dot.gov/MASTERWEBSERVICE/DatadownloadService.asmx?op=GetAccident57DataByState,214.14,public
DOT,Highway-Rail Crossings Inventory Data: GCIS Public API,https://safetydata.fra.dot.gov/MasterWebService/publicapi,224.1,public
DOT,Highway-Rail Crossings Inventory Data: GCIS Secure API,https://safetydata.fra.dot.gov/MasterWebService/SecureAPI/,224.2,public
DOT,Annual Civil Penalty Report: API,https://safetydata.fra.dot.gov/MasterWebService/LiteApiService.asmx?op=GetEnforcementDataByYear,256.1,public
DOT,Summary of Corporate Average Fuel Economy (CAFE) Fines collected: NHTSA Civil Penalty Payments,http://www.nhtsa.gov/webapi/Default.aspx?CivilPenalties/API/251,259.1,public
DOT,New Car Assessment Program (NCAP) - 5 Star Safety Ratings: New Car Assessment Program (NCAP) - 5 Star Safety Ratings,http://webapi.nhtsa.gov/Default.aspx?SafetyRatings/API/5,248,public
DOT,Intelligent Transportation Systems Research Data Exchange - Minnesota DOT Mobile Observation data: live data,https://www.its-rde.net/showdf?dataSetNumber=10171,446.1,public
DOT,SaferBus API: Documentation,https://mobile.fmcsa.dot.gov/developer/apidoc.page?cid=172675,1668,public
Energy,Crude Oil Imports Application Programming Interface (API),http://api.eia.gov/category/?api_key=YOUR_API_KEY_HERE&category_id=40203,eia-oilimports-2008api-0001,restricted public
Energy,Coal Data Application Programming Interface (API),http://www.eia.gov/beta/api/qb.cfm?category=717234,DOE-019-6548765908,restricted public
Energy,DOE Data Explorer Data Service,http://www.osti.gov/dataexplorer/xml,DOE-019-7311658976-1,public
Energy,DOepatents XML Data Service,http://www.osti.gov/doepatents/xml,DOE-019-2956116573,public
Energy,DOE R&D Accomplishments,http://www.osti.gov/cgi-bin/rd_accomplishments/xml.cgi,DOE-019-3008115437,public
Energy,Geothermal Technologies Legacy Collection,http://www.osti.gov/geoxml/,DOE-019-3009138835,public
Energy,DOE PAGES (Beta),http://www.osti.gov/pages/pagesxml,DOE-019-2956156643,public
Energy,Alternative Fuels Data Center,http://developer.nrel.gov/docs/transportation/alt-fuel-stations-v1/,DOE-019-4737201083,public
Energy,Bioenergy Knowledge Discovery Framework (KDF),https://bioenergykdf.net/apidocs/restapi,DOE-019-5048006789,restricted public
Energy,Building Component Library,http://bcl.nrel.gov/api,DOE-019-2039840921,public
Energy,Buildings Performance Database,https://bpd.lbl.gov/developers/,DOE-019-1400589557,restricted public
Energy,Commercial Buildings Resource Database,http://developer.nrel.gov/docs/buildings/commercial-building-resource-database-v1/,DOE-019-1284772391,public
Energy,Database of State Incentives for Renewables & Efficiency,http://developer.nrel.gov/docs/electricity/energy-incentives-v1/,DOE-019-3942224134,public
Energy,National Geothermal Data System,http://geothermaldata.org/ngds/data,DOE-019-3478546533,public
Energy,Technology Performance Exchange (TPEx),https://performance.nrel.gov/developers,DOE-019-7756349243,restricted public
Energy,Open Energy Information (OpenEI.org),http://en.openei.org/w/api.php,DOE-019-5052667844,public
Energy,PVWatts Calculator,http://developer.nrel.gov/docs/solar/pvwatts-v5/,DOE-019-0984375089,public
Energy,The Open PV Project,https://openpv.nrel.gov/api.php,DOE-019-6132651944,restricted public
Energy,DOE NEPA Documents,http://energy.gov/nepa/nepa-documents,DOE-019-4379345678,public
EPA,R2 & NE: State Level 2006-2010 ACS Housing Summary,https://edg.epa.gov,{FC109CD7-8227-4E15-9CC1-E76E8A0AB0D5},public
EPA,2010 Census Blocks with SF1/IGD: BLOCK10_SDE_SF1,http://www.census.gov/geo/www/tiger,{077F1AB9-0D56-4D98-BEE1-DA24B96C172E},public
EPA,Level III Ecoregions of Alabama,ftp://ftp.epa.gov/wed/ecoregions/al/al_eco_l3.zip,{F7BFA26E-021E-4BD3-AE04-3978056C861F},public
EPA,Level IV Ecoregions of Alabama,ftp://ftp.epa.gov/wed/ecoregions/al/al_eco_l4.zip,{38DD3AAE-8CCD-4C52-97EA-ED45FEDED970},public
EPA,Level III Ecoregions of Arkansas,ftp://ftp.epa.gov/wed/ecoregions/ar/ar_eco_l3.zip,{C4E0E4F7-55E3-4F49-83D7-76243EC9C701},public
EPA,Level IV Ecoregions of Arkansas,ftp://ftp.epa.gov/wed/ecoregions/ar/ar_eco_l4.zip,{632BB308-2858-4F8A-BA20-90D4F7D9FAE4},public
EPA,Level IV Ecoregions of Arizona,ftp://ftp.epa.gov/wed/ecoregions/az/az_eco_l4.zip,{6D8EEA13-8FE2-4752-9E74-2107244E6023},public
EPA,Level III Ecoregions of Arizona,ftp://ftp.epa.gov/wed/ecoregions/az/az_eco_l3.zip,{1FEDF694-BFB2-4166-B463-9CF8E801FC10},public
EPA,Level III Ecoregions of Delaware,ftp://ftp.epa.gov/wed/ecoregions/de/de_eco_l3.zip,{766234AC-159D-4E2A-85CD-C43E4D0F1F43},public
EPA,Level IV Ecoregions of Delaware,ftp://ftp.epa.gov/wed/ecoregions/de/de_eco_l4.zip,{CAE387BF-E5D2-4CE0-A699-2E36947EF96C},public
EPA,Level III Ecoregions of California,ftp://ftp.epa.gov/wed/ecoregions/ca/ca_eco_l3.zip,{976FB0BA-BDB6-4AC5-821A-CDFDF78E0835},public
EPA,Level IV Ecoregions of California,ftp://ftp.epa.gov/wed/ecoregions/ca/ca_eco_l4.zip,{A5578430-29D7-4A89-8414-9E9E9741CC9A},public
